Género,Título,Adivinanza 2,Artista,Spotify
Pop Latino,Antología,Una recopilación de los mejores momentos de un amor que perdura.,Shakira,https://open.spotify.com/track/0KAqMRUSZwzG3dZLdDA4eH
Tropical,Anuncio Clasificado / Dámelo,Un mensaje que se publica para despertar el interés de alguien especial.,Willie Rosario,https://open.spotify.com/track/3kqapvD6gg0TlUeqinOX9u
Pop Anglo,Anyone,"Un ser querido que solo existe en los sueños, sin limitaciones ni distancias.",Justin Bieber,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
Tropical,Aparentemente,"Lo que parece ser, pero oculta su verdadero rostro.",Tony Vega,https://open.spotify.com/track/2anxqRyxhBDayd98Yhq1QU
Tropical,Apiádate de Mi,"Siente compasión por mi corazón herido, que busca consuelo en tu abrazo.",Víctor Manuelle,https://open.spotify.com/track/3SHvRyQDsmumq48SF7jtVk
Pop Anglo,Apologize,Una frase que se usa cuando deseas mostrar pesar por un error.,"Timbaland, OneRepublic",https://open.spotify.com/track/6q3zC9dDD4lUNk8nfUztXy
Pop Latino,Aprendiz - Unplugged,"El que está en proceso de aprender, siempre necesita de un guía en su camino.",Alejandro Sanz,https://open.spotify.com/track/7efXKi4jjGrXMvO6N7U2N4
Tropical,Aprieta,"Cuando algo se hace más intenso o firme, se usa este verbo.",Grupo Niche,https://open.spotify.com/track/71UNCHGuQ3P9QIM97M5ML4
Tropical,Apuesta Por Mi,"Si te arriesgas a elegir, ¿por qué no seleccionar lo que ofrecen mis sueños?",Richie Valdes,https://open.spotify.com/track/5wTEkBU30q512xgz89BGsN
Tropical,Aquel Lugar,Un sitio del pasado que evoca recuerdos y emociones perdidas.,Adolescent's Orquesta,https://open.spotify.com/track/2vHNqDJe1qvt1sroQfNHSI
Tropical,Aquél Viejo Motel,"Un alojamiento de antaño, lleno de recuerdos y sueños perdidos.",David Pabon,https://open.spotify.com/track/3ZDnf1PUAV1mFpjCebeGSR
Plancha,Aquella Noche de Verano,"Un recuerdo de una tarde calurosa, en el que todo parece posible.",Leonardo Favio,https://open.spotify.com/track/4XFJ1y1nNZ9zqwUl2WbKC9
Tropical,Aquello Que Me Diste,"Un regalo que llega a lo profundo, abrazando el alma y dejando huella.",Sergio Vargas,https://open.spotify.com/track/4QpjYiiLTlUXKRDXmMqXQK
Vallenato,Aquí Conmigo,"Dame tu compañía en este lugar, donde la calidez y el cariño se entrelazan.","Los Chiches Vallenatos, Osmar Pérez",https://open.spotify.com/track/07Y4ogmT2oQpXmdA8MNhnE
Urbana,Aqui Está Tu Caldo,"Señal de que tu plato favorito está listo, caliente y servido.",Daddy Yankee,https://open.spotify.com/track/3pz1qrsT7YuaZ5UwbzJXJh
Tropical,Arrepientete,"Cuando sientes que la culpa pesa, vuelve a revisar tus decisiones pasadas.",Orquesta Broadway,https://open.spotify.com/track/2xO1HrZ3XCOBghOpk3Ln8G
Pop Anglo,As Long As You Love Me,"Mientras me quieras, no importa quién seas ni qué has hecho.","Justin Bieber, Big Sean",https://open.spotify.com/track/0pwYLVXVknPSGUQb39cePC
Tropical,Asi Eres Tu,"Eres así, con tu esencia única que deslumbra y envuelve cada momento.",Maelo Ruiz,https://open.spotify.com/track/0YuSShE9d5eKY0k6EWwuG7
Tropical,Así es la Vida,"La manera en que transcurre todo, con sus altos y bajos.",El Klan De Porfi,https://open.spotify.com/track/0OUbFoWIW6kN4XaSZHebbP
Banda,Así es nuestro amor,Un sentimiento en el que nos reconocemos y aceptamos tal como somos.,Luis Alfonso,https://open.spotify.com/track/3OjVagLjye1BVTSEPeC0et
Plancha,Asi Fue,"El modo en que sucedió, un relato que se cuenta de una manera específica.",Isabel Pantoja,https://open.spotify.com/track/419FFiitGchOUaIMEY7Dqi
Tropical,Asi Lo Quiso,Una manera de aceptar el destino que se decide sin titubeos.,Porfi Baloa,https://open.spotify.com/track/7GFPrxqvJO7NL2Yi4hc7Qv
Tropical,Asi No,"De esta manera, no puedo continuar; cambiamo los pasos si no quiero más.",Sono-Lux,https://open.spotify.com/track/1nNKuKi9m0sY9JQ3NSEwmV
Plancha,Así No Te Amará Jamás,"Un modo en que el cariño no te corresponderá, aunque esperes.",Amanda Miguel,https://open.spotify.com/track/0hTao6s03MkTStWfxAmnGk
Banda,Así o Más Claro,"La elección es entre dos opciones, pero no hay duda en la claridad.",Luis Alfonso,https://open.spotify.com/track/34uRvdcZY4MOPxUWW15E4h
Banda,Así Soy Yo,"Soy como soy, sin máscaras ni disfraces, aceptando mi esencia auténtica.",Yeison Jimenez,https://open.spotify.com/track/4L8S1BqCjqpjYRUNr6DrP9
Tropical,Asia,Continente donde el sol sale y las tempestades pueden ser intensas.,Willie Colón,https://open.spotify.com/track/55fQM5yPg6bv7mTUAok8FF
Pop Latino,Atado a Tu Amor,Unión con un lazo que se aferra a un sentimiento profundo por alguien especial.,Chayanne,https://open.spotify.com/track/458nfDZJLTrH1z0QQySW4o
Tropical,Atrapado en Dos Amores,"Dividido entre dos afectos, sin saber a quién entregar mi corazón.",Pedro Arroyo,https://open.spotify.com/track/73YlITyguPMCAh9MRC3Hyd
Urbana,Atrévete-Te-Te,"Desafía tus límites, no seas reservado, repite en tres la acción de lanzarte.",Calle 13,https://open.spotify.com/track/1q8NdCAQ9QUjpYiqzdd3mv
Tropical,Atrevida,"Cualidad de alguien que no teme mostrar su verdadero ser, ¡dame un poco de eso!",Grupo Niche,https://open.spotify.com/track/7qvGRrYCEOXLkg3ax9mfUb
Pop Latino,Aunque no sea conmigo,"A pesar de la distancia, sigo deseándote, aunque no esté a tu lado.","Bunbury, Andrés Calamaro",https://open.spotify.com/track/0dRY4OrSY53yUjVgfgne1W
Urbana,Aunque Te Fuiste,"La acción de dejar un lugar, aunque el recuerdo permanece.",Don Omar,https://open.spotify.com/track/2y20Y2PP4EFCbdzeGk9WvS
Tropical,Ausencia,La falta de algo o alguien que antes estaba presente en tu vida.,"Héctor Lavoe, Willie Colón",https://open.spotify.com/track/1r6oqZhRYStrYWSeGKuCFP
Banda,Aventurero,El que se atreve a explorar lo desconocido y buscar nuevas experiencias.,Yeison Jimenez,https://open.spotify.com/track/49dwc91esnpPYpVNPS01bX
Tropical,Ay Amor,"Un dulce sentimiento que provoca llanto y alegría, a menudo seguido de un simple suspiro.",Guayacán Orquesta,https://open.spotify.com/track/0CPce1sFlPLl8Ah2Loa30v
Banda,Ay Ay Ayyy,"Un lamento se transforma en una exclamación repetitiva, como un grito de corazón.",Pipe Bueno,https://open.spotify.com/track/1GitRJKZWYZ2dzevOOgRUl
Banda,AY MAMÁ,Un grito afectuoso hacia la figura que da vida y amor incondicional.,"Tito Double P, Grupo Frontera",https://open.spotify.com/track/2lAUq68F2bt7Kc218n9FPp
Urbana,Ay Mi Dios,Una exclamación de sorpresa hacia un ser supremo.,"IAmChino, Pitbull, Yandel, El Chacal",https://open.spotify.com/track/5Uel5PmPBZICA0TQTI912U
Urbana,Ay Vamos,Un movimiento ligero y festivo que invita a seguir adelante.,J Balvin,https://open.spotify.com/track/6Ges5C2IE738iJh4HyQizQ
Urbana,"Ay, DiOs Mío!",Un lamento popular con mayúscula importancia que se eleva al cielo.,KAROL G,https://open.spotify.com/track/1beTDCe7sT7fzm8WIKXicz
Urbana,Ayer La Vi,"Esa sensación de encontrarla de nuevo, pero en un tiempo anterior.",Don Omar,https://open.spotify.com/track/3hmjFpxcBeqX2ValXW9BBs
Vallenato,Ayer Y Hoy,Un día que ya pasó y uno que está presente.,"La Combinación Vallenata, Jean Carlos Centeno",https://open.spotify.com/track/5HCk7iruzhQ1FbxyS3igmM
Vallenato,Ayudame A Olvidarla,Necesito apoyo para dejar atrás el recuerdo de ese amor.,"Miguel Morales, Gabriel ""Chiche"" Maestre",https://open.spotify.com/track/1xIMSvJwM5eg37aKWSSnf7
Urbana,Azul,"El color del cielo claro y del océano profundo, a menudo asociado con la calma.",J Balvin,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
Pop Anglo,B-A-B-Y,Una letra que representa a la pequeña criatura que todos queremos cuidar y amar.,Carla Thomas,https://open.spotify.com/track/35w6fQ0Wnuv7aIryRx7gTq
Pop Anglo,Baby Let Me Take You (In My Arms),"Déjame llevarte, pequeña, a un abrazo sincero.",The Detroit Emeralds,https://open.spotify.com/track/4Q0X9NoEcDTAs9dvdvR6r3
Pop Anglo,Bad Day,Un mal momento en el que todo parece ir en contra.,Daniel Powter,https://open.spotify.com/track/0mUyMawtxj1CJ76kn9gIZK
Pop Anglo,bad guy,La persona que desafía las normas y se aleja del camino correcto.,Billie Eilish,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
Urbana,"Baila Morena (with Luny Tunes, Noriega) - Remix","Muévete al ritmo, piel oscura que ilumina la pista.","Hector & Tito, Luny Tunes, Noriega",https://open.spotify.com/track/4qbi9JDziBh3cxi9SFUbeu
Urbana,Báilame - Remix,Muévete al ritmo y déjate llevar en este juego de pasos.,"Nacho, Yandel, Bad Bunny, Mambo Kingz, DJ Luian",https://open.spotify.com/track/4l3xGFwoTinvYxsePytOOf
Tropical,Bailando,"Moviéndose al ritmo, con alegría en cada paso, la fiesta nunca para.",Frankie Ruiz,https://open.spotify.com/track/68SjqGcbzLIdvjy3IZfsbL
Urbana,BAILE INoLVIDABLE,"Una danza que siempre recordarás, con movimientos que perduran en la memoria.",Bad Bunny,https://open.spotify.com/track/2lTm559tuIvatlT1u0JYG2
Tropical,Balada Para Una Mujer Enamorada,Una melodía dedicada a aquella que siente mariposas en su corazón por amor.,Roberto Lugo,https://open.spotify.com/track/3DQ22uALVbkO84imkXMDSM
Tropical,Bandolera,"Un objeto que es parte de un atuendo para llevar cosas, pero con un giro.",Ray Sepulveda,https://open.spotify.com/track/6062oUaAPFVWHSRnyQVh55
Urbana,Bandoleros,"Forasteros en la senda, buscando libertad en un camino de rebeldía.","Don Omar, Tego Calderón",https://open.spotify.com/track/4BxzNZpcm1j3JczZzGNe2k
Vallenato,Bañarte en Mis Sueños,Sumergirte en mis fantasías nocturnas.,Binomio de Oro de América,https://open.spotify.com/track/6oIuJKZdgjmkqVLtdkgAss
Urbana,BbY WOW,¿Quién dice que una sorpresa puede ser algo encantador y vibrante?,"KAROL G, Judeline, rusowsky",https://open.spotify.com/track/3h5T5JypYU7huFiVYhv1dr
Pop Anglo,Beautiful Girls,Chicas encantadoras que hacen que los chicos se sientan tristes y vulnerables.,Sean Kingston,https://open.spotify.com/track/1hGy2eLcmC8eKx7qr1tOqx
Urbana,BEBÉ,"Pequeña criatura que muchos llevan en brazos, especialmente cuando el amor es intenso.","Camilo, El Alfa",https://open.spotify.com/track/7D7EH7MGyNHWSkqrszerI1
Urbana,Bebiendo Lágrimas,Un acto de hidratarse con el llanto de una tristeza profunda.,KAROL G,https://open.spotify.com/track/2vsEAGuk1vvzDKmEqrK8jS
Urbana,Bebo,"Una acción placentera que realizamos cuando la sed nos acompaña, a menudo en compañía.",Romeo Santos,https://open.spotify.com/track/7HsebNHZDGj8UhWIrZaMx6
Pop Anglo,Believe,Confío en que hay algo más allá de la duda y la incertidumbre.,Cher,https://open.spotify.com/track/2goLsvvODILDzeeiT4dAoR
Tropical,Bella Y Cruel,"Hermosa y despiadada, un contraste que enamora y aterra a la vez.",Eddie Santiago,https://open.spotify.com/track/6jJ4BQJ06sy9YfLT9zQa8O
Urbana,Bella y Sensual,"Hermosa y cautivadora, con un toque irresistible que fascina a todos.","Romeo Santos, Daddy Yankee, Nicky Jam",https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3
Banda,Bendecida,Un estado afortunado y favorecido por fuerzas superiores.,Yeison Jimenez,https://open.spotify.com/track/5qFO4vlG88RGZ0SpuXMikl
Pop Latino,Bendita Tu Luz,La iluminación divina que trae felicidad a un corazón amoroso.,"Maná, Juan Luis Guerra 4.40",https://open.spotify.com/track/2JBs412fpVUuzIaIp3CyIs
Tropical,Beso a Beso,"De manera íntima y gradual, como los pasos de un baile, se entrega el cariño.",Grupo Galé,https://open.spotify.com/track/3qE6fNreE4dPFlheCoHzEc
Vallenato,Beso Tras Beso,"Un roce suave de labios, uno luego de otro, en un baile de emociones.",Los inquietos del vallenato,https://open.spotify.com/track/4qIPlBwTuxRWNEs9XjMbqA
Urbana,Besos Chiquitos,Pequeños gestos de cariño que se dan de manera dulce y ligera.,Fabio Duque,https://open.spotify.com/track/4HJjTChqM6i1WdP4Wa6NXw
Urbana,Besos Mojados,"Un contacto húmedo de cariño, a menudo compartido en momentos de pasión.",Wisin & Yandel,https://open.spotify.com/track/0cpzO8YjhyR8JfLzfm5cOr
Urbana,BICHOTA,Una gran mujer que no se esconde y siempre destaca con poder.,KAROL G,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
Pop Anglo,Big Girls Don't Cry (Personal),Las chicas de gran tamaño no derraman lágrimas.,Fergie,https://open.spotify.com/track/6dgWWAs5yhWPOtvE1zuoQ1
Pop Anglo,Billie Jean,Una joven afirma que un famoso es el padre de su niño.,Michael Jackson,https://open.spotify.com/track/7J1uxwnxfQLu4APicE5Rnj
Pop Anglo,Billionaire (feat. Bruno Mars),"Quiero ser alguien con una fortuna inmensa, que nunca le falte el dinero.","Travie McCoy, Bruno Mars",https://open.spotify.com/track/2M9ULmQwTaTGmAdXaXpfz5
Pop Anglo,Bitter Sweet Symphony - Remastered 2016,Melodía que combina la tristeza y la alegría en una danza de la vida cotidiana.,The Verve,https://open.spotify.com/track/57iDDD9N9tTWe75x6qhStw
Urbana,Blanco,Un color puro que simboliza la paz y la claridad en medio del caos.,J Balvin,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
Pop Anglo,Blank Space,Un espacio vacío en medio de muchas letras.,Taylor Swift,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
Pop Anglo,Blast Off,"Un despegue hacia lo desconocido, dejando atrás la Tierra para tocar las estrellas.","Bruno Mars, Anderson .Paak, Silk Sonic",https://open.spotify.com/track/5ywsqu9AEJnEJhJ05Vf9Me
Pop Anglo,Bleeding Love,"Herida que fluye sin parar, causada por un amor que duele sin cesar.",Leona Lewis,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
Pop Anglo,Blinding Lights,"Una luminosa señal que guía en la oscuridad, pero puede deslumbrar.",The Weeknd,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
Urbana,BLOKE,"Un tipo que se presenta de una manera particular, sin necesidad de etiqueta.",Daddy Yankee,https://open.spotify.com/track/4GTPtRKvv3smlg6LwQhyD5
Urbana,Blue Zone,Un área de tonalidad fría donde se siente una conexión especial.,Don Omar,https://open.spotify.com/track/54qJreodUijhQWqnsJDI8Q
Urbana,Bobo,"El sinónimo de un tonto, pero con un toque juguetón en su sonido.",J Balvin,https://open.spotify.com/track/5kdTuoKeqdnblCop75wMuX
Urbana,BOKeTE,"Ejercicio de ingenio para un momento de diversión y de placer. Aquí, te dejo un par de las letras del abecedario mezcladas en una palabra que, al final, se convierte en un juego.",Bad Bunny,https://open.spotify.com/track/79x7xtoCLpf6l32Zz6mWo4
Urbana,Bonita,"Hermosa en un sentido, un regalo que gusta a la vista.","J Balvin, Jowell & Randy",https://open.spotify.com/track/0atfY1ew83Ql9nNnJiD2t5
Urbana,Bonita - Remix,"Atractiva y hermosa, esa es la forma de describir lo que brilla y encanta.","J Balvin, Jowell & Randy, Nicky Jam, Wisin, Yandel, Ozuna",https://open.spotify.com/track/4jKX16TcfQIrqY1ZzDIZb2
Urbana,Borro Cassette,Eliminar una grabación antigua que ya no quieres recordar.,Maluma,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN
Pop Anglo,Boulevard of Broken Dreams,"Calle de desilusiones, donde caminan los que se sienten solos y perdidos.",Green Day,https://open.spotify.com/track/5GorCbAP4aL0EJ16frG2hd
Pop Anglo,Brighton Rock - Remastered 2011,Una piedra de un lugar costero que se ilumina al anochecer.,Queen,https://open.spotify.com/track/0w7lKfhxW190u1ckXi45E9
Urbana,Brindemos,"Celebremos juntos levantando copas para lo que viene, lo que hay y lo que fue.","Anuel AA, Ozuna",https://open.spotify.com/track/5P8TXlZCMwru6DaMsIbbO3
Tropical,Brujeria,Hechicería que transforma y enreda los corazones en un baile encantado.,El Gran Combo De Puerto Rico,https://open.spotify.com/track/0k1hbeZodoEw34FAdbh8xM
Pop Anglo,Bubbly,"Cuando te sientes ligero y alegre, como el efecto de burbujas en un vaso.",Colbie Caillat,https://open.spotify.com/track/1lkvpmrCaXK8QtliFDcHBO
Tropical,Busca Por Dentro,"Explora lo que llevas dentro, donde se encuentran los sentimientos más profundos.",Grupo Niche,https://open.spotify.com/track/2uJyG7lhmZ8bFrbVVlc6AH
Vallenato,Busca Un Confidente,Elige a alguien de confianza que escuche tus secretos.,Los Diablitos,https://open.spotify.com/track/63kq9VZGTYhBELP0jX3qsq
Vallenato,Buscaré Otro Amor,"Un nuevo afecto será mi destino, dejaré atrás el que se fue.",Los inquietos del vallenato,https://open.spotify.com/track/0awm6OBJOIRLhmkqA9ox4H
Banda,Caballero - En Vivo,"Un hombre con nobleza y honor, que lleva en su ser un corazón valiente.",Luis Alfonso,https://open.spotify.com/track/0b9rQbZr4di61R6PFEpyg7
Tropical,Caballo Viejo,Un equino con experiencia que recuerda sus mejores épocas.,"Roberto Torres, Charanga Vallenata",https://open.spotify.com/track/1anvIYY3hAtLL72lJA5z44
Vallenato,Cada Día Te Quiero Más,Mi afecto por ti se incrementa con cada amanecer.,Los inquietos del vallenato,https://open.spotify.com/track/6cxqDzoHBBrBUwkKR4uWFw
Tropical,Cada Vez Otra Vez,"Repetir un instante, como un eco en el tiempo, una y otra vez.",Eddie Santiago,https://open.spotify.com/track/7j3KTmge5VaTBQyHOV4gDw
Urbana,CAFé CON RON,Bebida caliente con sabor a tierras de café y un toque de alegría etílica.,"Bad Bunny, Los Pleneros de la Cresta",https://open.spotify.com/track/6VNXmo59yDYgcwLS17UNAW
Tropical,Caja de Sorpresa,"Un contenedor lleno de sorpresas, donde nunca sabes qué será lo que encuentres.",El Gran Combo De Puerto Rico,https://open.spotify.com/track/0LC62RuKfgxbrmIBz8OCKZ
Urbana,Call Me,"Un pedido de contacto con un tono cercano y directo, solo debes decirlo.","Maluma, Blessd",https://open.spotify.com/track/0VaOGXNtoYUf1vAXM0X9ST
Urbana,Callaita,Una persona tranquila que prefiere no hacer ruido en la fiesta.,"Bad Bunny, Tainy",https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
Tropical,Cállate,"Permanece en silencio, por favor, sin pronunciar palabra alguna.",Yan Collazo,https://open.spotify.com/track/4QP1xpoEloop4BWMzVCaAW
Pop Anglo,Calling All My Lovelies,"Un llamado para aquellos que tienen mi cariño, ¿quieres atenderlo?",Bruno Mars,https://open.spotify.com/track/6ObpR8ek44tvWefQRcSo8K
Pop Anglo,Calm Down,Tranquilízate y encuentra la paz interior.,Rema,https://open.spotify.com/track/6hgoYQDUcPyCz7LcTUHKxa
Urbana,Calma - Remix,"Estado de tranquilidad que se disfruta, a veces acompañado de serena melodía, perfecto para relajarse.","Pedro Capó, Farruko",https://open.spotify.com/track/4U0JLGFHJpEnDS5w8F7ngE
Urbana,Calor,Sensación intensa que sentimos en días soleados o en momentos de pasión.,"Nicky Jam, Beéle",https://open.spotify.com/track/2AwbTqtfhjdN8bexfe5WyE
Tropical,Cambiaré por Tí,"Una transformación por esa persona especial, dejando atrás lo que ya no sirve.",Guayacán Orquesta,https://open.spotify.com/track/4zlIIQ6bvMyeLmX4Ug12lL
Urbana,Cambios - Remix,"Transformaciones que suceden en la vida, a menudo son difíciles de aceptar.","Caracol Televisión, Alejo Valencia, Juan Palau",https://open.spotify.com/track/5s2HgfCgxYidq5rS83FLpV
Vallenato,Camino Al Cielo,La ruta que lleva a lo que está por encima de nosotros.,Los Diablitos,https://open.spotify.com/track/6lMvSN7EqNtuGaGEo8dmMW
Urbana,CAMPEÓN,"El que sobresale en la competencia, el que se lleva el primer lugar.",Daddy Yankee,https://open.spotify.com/track/7IatvjEcXEeeXnHC2gMZ2j
